symbol,name2,sector
2273,gushengtang hldgs ltd,technology services
855,china water affair group ltd,utilities
2138,ec healthcare,health services
142,first pacific co,consumer non-durables
357,hainan meilan intl airport co ltd,transportation
2150,nayuki holdings limited,consumer non-durables
1686,sunevision hldgs,technology services
2325,yunkang group ltd,health services
6122,jilin jiutai rural commercial bank,finance
1883,citic telecom intl hldgs ltd,communications
9959,linklogis inc,technology services
1112,health & happiness (h&h) intl hldgs,consumer non-durables
165,china everbright limited,finance
558,l.k. technology holdings limited,producer manufacturing
9857,linmon media ltd,consumer services
1789,ak medical hldgs ltd,health technology
2315,biocytogen pharmaceuticals (beijing,commercial services
2391,tuya inc,technology services
179,johnson electric holdings,producer manufacturing
1381,canvest envir protection gp co ltd,industrial services
1610,cofco joycome foods ltd,distribution services
3613,beijing tong ren tang chinese medic,health technology
777,netdragon websoft holdings ltd,technology services
1458,zhou hei ya int hldgs co ltd,process industries
2411,shenzhen pagoda industrial (group),retail trade
2291,lepu scientech medical technology s,commercial services
34,kowloon development co,finance
308,china travel international,consumer services
460,sihuan pharmaceutical hold gp ltd,health technology
3933,united laboratories intl hldgs ltd,health technology
3983,china bluechemical limited,process industries
1635,shanghai dazhong public utilities g,utilities
1065,tianjin cap environmtl protect grp,industrial services
1070,tcl electronics holdings ltd,consumer durables
3896,kingsoft cloud hldgs ltd,technology services
2402,beijing sinohytec co ltd,producer manufacturing
3738,vobile group ltd,technology services
173,k.wah international hldgs,finance
826,tiangong international co ltd,producer manufacturing
2666,genertec universal med gp co ltd,finance
6686,noah holdings private wealth and as,finance
1271,grand ming group holdings limited,industrial services
1330,dynagreen environmental protection,utilities
9666,jinke smart services group co ltd,finance
553,nanjing panda electronics co,electronic technology
3377,sino-ocean group holdings ltd,finance
520,xiabuxiabu catering mgt(china)hldgs,consumer services
1357,meitu inc,technology services
71,miramar hotel & investment co,finance
2356,dah sing banking group,finance
2299,billion industrial holdings limited,process industries
120,cosmopolitan international hldgs,finance
9699,hangzhou sf intra-city ind co ltd,transportation
272,shui on land limited,finance
1117,china modern dairy holdings ltd,process industries
6055,china tobacco intl (hk) co ltd,consumer non-durables
2362,jinchuan group intl res co ltd,non-energy minerals
1942,mog holdings ltd,finance
6955,shandong boan biotechnology co ltd,health technology
2160,microport cardioflow medtech corp,health technology
2696,shanghai henlius biotech inc,health technology
341,cafe de coral hldgs,consumer services
9858,china youran dairy group ltd,consumer non-durables
3877,cssc (hk) shipping co ltd,transportation
9658,super hi international holding ltd,consumer services
116,chow sang sang hldgs intl,retail trade
1967,confidence intelligence holdings lt,electronic technology
506,china foods ltd,consumer non-durables
2232,crystal intl group ltd,consumer non-durables
650,productive technologies co ltd,energy minerals
1995,cifi ever sunshine svcs group ltd,finance
410,soho china limited,finance
327,pax global technology limited,electronic technology
775,ck life sciences intl hldg,health technology
1515,china res med hldgs co ltd,health services
2390,zhihu inc,technology services
2777,guangzhou r&f properties,finance
2407,gaush meditech ltd,health technology
187,beijing jingcheng machinery elc co,producer manufacturing
1052,yuexiu transport infrastructure ltd,transportation
1666,tong ren tang technologies co,health technology
3380,logan group company ltd,finance
1788,guotai junan intl hlds ltd,finance
6610,flowing cloud technology ltd,technology services
1224,c c land holdings limited,finance
1164,cgn mining company ltd,non-energy minerals
1361,361 degrees international limited,consumer non-durables
9886,dingdang health technology grp ltd,technology services
9638,ferretti spa,consumer durables
1717,ausnutria dairy corp ltd,consumer non-durables
1952,everest medicines ltd,health technology
1860,mobvista inc,technology services
2192,medlive technology co ltd,commercial services
1755,s-enjoy service grp co ltd,finance
1310,hkbn ltd,communications
873,shimao services holdings ltd,finance
9996,peijia medical limited,health technology
297,sinofert holdings,process industries
119,poly property group co ltd,finance
1475,nissin foods company ltd,consumer non-durables
2558,jinshang bank,finance
856,vstecs holdings ltd,technology services
934,sinopec kantons hldgs,industrial services
691,china shanshui cement group ltd,non-energy minerals
1238,powerlong real estate holdings ltd,finance
182,concord new energy group limited,utilities
