symbol,name2,sector
aw.un,a&w revenue royalties income fd,miscellaneous
ter,,process industries
pnc.a,postmedia network canada corp,consumer services
exe,extendicare inc cda,health services
lgo,largo inc,non-energy minerals
noa,north american construction grp ltd,non-energy minerals
lgt.a,logistec corp,transportation
nuag,new pacific metals corp,non-energy minerals
mkp,mcan mortgage corporation,finance
agf.b,agf management ltd,finance
pne,pine cliff energy ltd,energy minerals
fl,frontier lithium inc,non-energy minerals
mal,magellan aerospace,electronic technology
cgx,cineplex inc,consumer services
hrx,heroux-devtek inc,electronic technology
cmmc,copper mountain mining corporation,non-energy minerals
pbl,pollard banknote limited,consumer services
dsv,discovery silver corp,non-energy minerals
gbt,bmtc group inc,retail trade
amc,arizona metals cor,non-energy minerals
cxb,calibre mining corporation,non-energy minerals
tvk,terravest industries inc,producer manufacturing
cmg,computer modelling group ltd,technology services
ai,atrium mortgage investment corp,finance
odv,osisko development corp,non-energy minerals
cre,critical elements lithium corporati,process industries
vcm,vecima networks inc,consumer durables
csw.a,corby spirit & wine ltd,consumer non-durables
neo,neo performance materials inc,producer manufacturing
hlf,high liner foods inc,consumer non-durables
gato,gatos silver inc,non-energy minerals
rgd,reunion gold corp,non-energy minerals
wfc,wall financial corp,finance
wjx,wajax corp,distribution services
ore,orezone gold corp,non-energy minerals
bdt,bird construction inc,industrial services
rpi.un,richards packaging income fund,miscellaneous
div,diversified rty corp,commercial services
gra,nanoxplore inc,producer manufacturing
twm,tidewater midstream & infrastr ltd,distribution services
hut,hut 8 mining corp,technology services
moz,marathon gold corporation,non-energy minerals
twc,twc enterprises ltd,consumer services
step,step energy services ltd,energy minerals
phx,phx energy svcs co,industrial services
isv,information services corp,commercial services
cplf,copperleaf technologies inc,technology services
fc,firm capital mortgage inv corp,finance
vmd,viemed healthcare inc,health services
wed,westaim corp,finance
mpc,madison pacific properties inc,finance
wild,wildbrain ltd,consumer services
cjr.b,corus entertainment inc,consumer services
tot,total energy services inc,industrial services
lcfs,tidewater renewables ltd,process industries
wef,western forest products inc,non-energy minerals
gmin,g mining ventures corp,non-energy minerals
ogi,organigram holdings inc,process industries
cchw,columbia care inc.,health technology
tlo,talon metals corporation,non-energy minerals
